customer_id,segment_name,R,F,M,RFM_score,recency_days,frequency_180d,monetary_180d,return_rate_180d,ticket_count_90d,sessions_30d,avg_discount_pct_180d,churn_next_60d
CUST00940,Dormant Customers,1,1,1,3,236,0,0.0,0.0,0,0,0.0,0
CUST00941,Dormant Customers,1,1,1,3,183,0,0.0,0.0,0,6,0.0,1
CUST00942,Discount-Sensitive,5,2,1,8,7,1,407.18,1.0,1,4,0.35,1
CUST00943,Dormant Customers,1,1,1,3,346,0,0.0,0.0,0,2,0.0,1
CUST00944,Discount-Sensitive,3,2,2,7,74,1,630.93,1.0,1,1,0.42,1
CUST00945,Dormant Customers,5,2,3,10,4,1,1143.18,0.0,0,5,0.14,0
CUST00946,Discount-Sensitive,1,2,2,5,173,1,542.29,0.0,0,4,0.39,1
CUST00947,Champions,4,5,4,13,41,3,1553.36,0.0,0,0,0.187,0
CUST00948,Dormant Customers,3,2,3,8,79,1,923.64,0.0,0,11,0.1,1
CUST00949,Dormant Customers,2,2,2,6,130,1,610.5,0.0,0,2,0.14,1
CUST00950,Dormant Customers,1,1,1,3,209,0,0.0,0.0,0,5,0.0,1
CUST00951,Dormant Customers,3,2,2,7,62,1,602.19,0.0,0,6,0.12,0
CUST00952,Champions,4,5,5,14,42,4,3262.96,0.0,0,16,0.295,0
CUST00953,Champions,5,5,4,14,9,3,1925.94,0.333,0,5,0.39,0
CUST00954,Loyal Customers,4,4,2,10,25,2,769.86,0.0,0,12,0.475,0
CUST00955,Loyal Customers,3,4,2,9,63,2,748.92,0.0,0,4,0.145,1
CUST00956,Champions,4,4,5,13,31,2,2241.69,0.0,1,10,0.33,0
CUST00957,Loyal Customers,4,4,3,11,37,2,1174.32,0.0,0,5,0.275,0
CUST00958,At-Risk Customers,1,4,3,8,160,2,1033.42,0.0,0,2,0.27,1
CUST00959,Loyal Customers,3,4,2,9,63,2,644.14,0.5,0,0,0.38,1
CUST00960,Dormant Customers,2,2,4,8,146,1,1599.13,1.0,0,1,0.08,1
CUST00961,At-Risk Customers,1,4,4,9,151,2,1378.71,0.0,0,2,0.325,0
CUST00962,Dormant Customers,4,2,1,7,22,1,349.41,1.0,1,9,0.26,1
CUST00963,Discount-Sensitive,2,2,2,6,103,1,641.2,0.0,0,9,0.34,1
CUST00964,Dormant Customers,1,1,1,3,219,0,0.0,0.0,0,0,0.0,1
CUST00965,Loyal Customers,5,4,2,11,8,2,507.14,0.0,2,5,0.31,0
CUST00966,Discount-Sensitive,4,2,5,11,40,1,2196.79,0.0,1,4,0.3,0
CUST00967,Dormant Customers,1,1,1,3,218,0,0.0,0.0,0,2,0.0,1
CUST00968,Discount-Sensitive,2,2,2,6,98,1,551.82,0.0,1,12,0.35,1
CUST00969,Loyal Customers,4,4,3,11,31,2,1233.07,0.0,0,14,0.295,0
CUST00970,Dormant Customers,1,1,1,3,188,0,0.0,0.0,0,6,0.0,1
CUST00971,Loyal Customers,3,5,5,13,62,4,2566.58,0.0,0,20,0.29,0
CUST00972,Dormant Customers,3,2,4,9,64,1,1679.36,0.0,0,5,0.24,0
CUST00973,Loyal Customers,4,4,3,11,22,2,908.68,0.0,0,4,0.21,0
CUST00974,Loyal Customers,3,5,5,13,79,3,3016.38,0.0,0,11,0.273,0
CUST00975,Discount-Sensitive,3,2,2,7,50,1,538.78,0.0,0,11,0.43,0
CUST00976,Dormant Customers,5,2,2,9,5,1,565.07,0.0,0,9,0.29,0
CUST00977,Champions,5,4,4,13,5,2,1375.45,0.0,0,9,0.255,0
CUST00978,Dormant Customers,1,1,1,3,307,0,0.0,0.0,0,0,0.0,1
CUST00979,Dormant Customers,2,2,2,6,103,1,699.31,0.0,0,5,0.29,1
CUST00980,Dormant Customers,3,2,2,7,81,1,492.33,0.0,0,4,0.26,1
CUST00981,At-Risk Customers,2,4,4,10,103,2,1804.73,0.0,0,6,0.29,0
CUST00982,At-Risk Customers,2,5,4,11,90,4,1862.89,0.0,0,4,0.33,0
CUST00983,Dormant Customers,1,1,1,3,256,0,0.0,0.0,0,1,0.0,1
CUST00984,Loyal Customers,4,4,3,11,44,2,1055.25,0.0,0,3,0.23,0
CUST00985,Dormant Customers,3,2,2,7,85,1,734.6,0.0,1,5,0.15,1
CUST00986,Loyal Customers,3,4,3,10,62,2,1068.02,0.0,0,1,0.405,0
CUST00987,Discount-Sensitive,5,2,4,11,7,1,1720.99,0.0,1,2,0.31,0
CUST00988,Champions,5,5,5,15,3,5,3639.98,0.0,0,3,0.198,0
CUST00989,At-Risk Customers,1,4,3,8,158,2,934.14,0.0,0,0,0.22,1
CUST00990,At-Risk Customers,1,5,5,11,167,3,3332.24,0.0,0,6,0.343,0
CUST00991,Champions,4,5,5,14,41,3,3874.42,0.0,0,9,0.303,0
CUST00992,Dormant Customers,1,1,1,3,272,0,0.0,0.0,0,6,0.0,1
CUST00993,Dormant Customers,1,2,3,6,164,1,1246.69,0.0,0,1,0.0,1
CUST00994,Loyal Customers,3,4,5,12,52,2,2173.23,0.0,0,8,0.425,0
CUST00995,Discount-Sensitive,1,2,2,5,159,1,538.57,0.0,0,6,0.34,1
CUST00996,Champions,5,5,5,15,8,5,2250.83,0.0,1,14,0.15,0
CUST00997,Discount-Sensitive,1,2,1,4,180,1,325.85,0.0,0,4,0.33,1
CUST00998,Loyal Customers,3,5,5,13,63,3,3005.34,0.0,0,6,0.147,0
CUST00999,Discount-Sensitive,1,2,3,6,148,1,1000.1,0.0,0,0,0.3,1
CUST01000,Loyal Customers,3,4,2,9,52,2,746.93,0.0,0,3,0.325,0
CUST01001,Dormant Customers,1,1,1,3,313,0,0.0,0.0,0,1,0.0,1
CUST01002,Loyal Customers,3,4,3,10,71,2,1215.2,0.0,0,11,0.205,0
CUST01003,Discount-Sensitive,2,2,3,7,138,1,944.62,0.0,0,6,0.32,1
CUST01004,Dormant Customers,1,1,1,3,215,0,0.0,0.0,0,1,0.0,1
CUST01005,Dormant Customers,2,2,4,8,144,1,1329.67,0.0,0,4,0.18,1
CUST01006,Dormant Customers,5,2,1,8,4,1,404.58,0.0,0,3,0.2,0
CUST01007,At-Risk Customers,2,4,3,9,86,2,1237.64,0.0,0,5,0.235,0
CUST01008,Dormant Customers,1,1,1,3,269,0,0.0,0.0,0,1,0.0,1
CUST01009,Discount-Sensitive,4,2,1,7,41,1,334.39,0.0,0,7,0.32,0
CUST01010,Dormant Customers,4,2,2,8,22,1,531.29,0.0,0,3,0.25,0
CUST01011,Dormant Customers,1,1,1,3,365,0,0.0,0.0,0,4,0.0,1
CUST01012,Champions,4,4,4,12,30,2,1273.46,0.0,1,7,0.17,0
CUST01013,Dormant Customers,1,1,1,3,307,0,0.0,0.0,0,0,0.0,1
CUST01014,Dormant Customers,2,2,2,6,137,1,669.36,0.0,0,1,0.0,1
CUST01015,Dormant Customers,4,2,2,8,39,1,522.47,0.0,0,12,0.13,0
CUST01016,Loyal Customers,5,4,3,12,0,2,879.15,0.0,0,6,0.245,0
CUST01017,At-Risk Customers,2,4,3,9,133,2,1167.28,0.5,0,3,0.235,0
CUST01018,Discount-Sensitive,5,2,1,8,4,1,403.76,0.0,1,10,0.36,0
CUST01019,Dormant Customers,1,1,1,3,290,0,0.0,0.0,0,4,0.0,1
CUST01020,Discount-Sensitive,2,2,1,5,131,1,236.73,0.0,0,1,0.33,1
CUST01021,Loyal Customers,5,4,3,12,15,2,1013.42,0.5,1,6,0.36,0
CUST01022,Dormant Customers,1,1,1,3,252,0,0.0,0.0,0,0,0.0,1
CUST01023,Dormant Customers,1,1,1,3,204,0,0.0,0.0,0,8,0.0,1
CUST01024,Discount-Sensitive,5,2,1,8,20,1,370.39,0.0,0,10,0.31,0
CUST01025,Champions,4,4,5,13,29,2,2765.56,0.0,1,20,0.195,0
CUST01026,Discount-Sensitive,3,2,1,6,65,1,220.88,0.0,0,9,0.43,1
CUST01027,Loyal Customers,3,5,5,13,58,4,4029.95,0.0,1,11,0.175,0
CUST01028,Dormant Customers,1,2,5,8,173,1,2809.6,0.0,0,6,0.26,1
CUST01029,Discount-Sensitive,2,2,1,5,110,1,302.44,0.0,0,3,0.31,0
CUST01030,Champions,4,5,5,14,32,5,5590.34,0.0,0,10,0.208,0
CUST01031,Discount-Sensitive,1,2,1,4,174,1,439.44,0.0,0,4,0.43,1
CUST01032,Discount-Sensitive,5,2,2,9,11,1,624.38,0.0,0,5,0.41,0
CUST01033,High-Value but Unhappy,5,5,5,15,14,6,3749.69,0.167,2,4,0.323,0
CUST01034,Dormant Customers,2,2,3,7,100,1,777.18,0.0,0,9,0.18,0
CUST01035,Champions,5,5,4,14,5,4,1334.0,0.0,0,5,0.427,0
CUST01036,At-Risk Customers,2,5,5,12,141,3,3112.55,0.0,0,8,0.227,1
CUST01037,Discount-Sensitive,5,2,2,9,8,1,681.83,0.0,0,6,0.37,0
CUST01038,Loyal Customers,3,5,4,12,52,3,1370.19,0.0,1,4,0.22,1
CUST01039,Dormant Customers,2,2,2,6,129,1,544.8,0.0,0,12,0.13,0
CUST01040,Discount-Sensitive,2,2,2,6,130,1,594.23,0.0,0,1,0.31,1
CUST01041,Discount-Sensitive,1,2,1,4,164,1,149.0,0.0,0,1,0.35,0
CUST01042,Dormant Customers,5,2,2,9,0,1,610.96,0.0,0,10,0.25,0
CUST01043,Discount-Sensitive,3,2,2,7,74,1,464.25,0.0,0,1,0.62,1
CUST01044,Dormant Customers,3,2,5,10,84,1,2141.49,0.0,0,2,0.22,0
CUST01045,Dormant Customers,2,2,2,6,143,1,478.91,0.0,0,4,0.11,0
CUST01046,Dormant Customers,2,2,3,7,105,1,1032.89,0.0,0,1,0.1,1
CUST01047,Dormant Customers,1,2,1,4,149,1,389.07,0.0,0,2,0.22,1
CUST01048,Dormant Customers,2,2,2,6,128,1,616.59,0.0,0,8,0.05,1
CUST01049,Dormant Customers,2,2,1,5,144,1,345.2,0.0,0,6,0.11,1
CUST01050,Champions,5,4,4,13,5,2,1629.56,0.0,0,8,0.095,0
CUST01051,Discount-Sensitive,2,2,2,6,103,1,632.45,0.0,0,7,0.31,1
CUST01052,Dormant Customers,1,2,2,5,173,1,763.75,0.0,0,7,0.05,1
CUST01053,Dormant Customers,2,2,5,9,146,1,2124.84,0.0,0,0,0.0,1
CUST01054,Discount-Sensitive,1,2,2,5,176,1,523.99,0.0,0,1,0.34,1
CUST01055,Dormant Customers,1,1,1,3,206,0,0.0,0.0,0,12,0.0,1
CUST01056,Loyal Customers,3,5,5,13,64,3,2638.62,0.333,1,3,0.177,0
CUST01057,Dormant Customers,5,2,3,10,2,1,916.36,0.0,1,3,0.18,0
CUST01058,Discount-Sensitive,2,2,1,5,110,1,358.99,0.0,0,1,0.38,1
CUST01059,Discount-Sensitive,2,2,2,6,146,1,601.72,0.0,0,5,0.31,1
CUST01060,Loyal Customers,3,4,4,11,52,2,1762.54,0.0,1,2,0.265,0
CUST01061,Discount-Sensitive,5,2,1,8,2,1,375.42,0.0,0,11,0.58,0
CUST01062,Dormant Customers,1,1,1,3,294,0,0.0,0.0,0,1,0.0,1
CUST01063,Discount-Sensitive,5,2,1,8,20,1,259.22,1.0,1,2,0.5,0
CUST01064,Loyal Customers,5,4,3,12,6,2,898.36,0.0,0,9,0.155,0
CUST01065,Dormant Customers,5,2,2,9,3,1,621.74,0.0,0,4,0.22,0
CUST01066,Dormant Customers,5,2,3,10,11,1,816.92,0.0,0,2,0.23,0
CUST01067,Dormant Customers,4,2,1,7,25,1,380.56,0.0,0,3,0.29,0
CUST01068,At-Risk Customers,2,4,4,10,130,2,1631.92,0.0,0,2,0.165,1
CUST01069,Dormant Customers,3,2,4,9,55,1,1446.51,0.0,0,3,0.26,0
CUST01070,Discount-Sensitive,5,2,1,8,11,1,353.84,0.0,0,1,0.37,0
CUST01071,Dormant Customers,5,2,2,9,14,1,690.61,0.0,0,7,0.17,0
CUST01072,Dormant Customers,1,1,1,3,183,0,0.0,0.0,0,8,0.0,1
CUST01073,Dormant Customers,3,2,5,10,80,1,2726.65,1.0,1,5,0.13,1
CUST01074,At-Risk Customers,2,4,4,10,114,2,1253.47,0.0,0,12,0.16,1
CUST01075,High-Value but Unhappy,4,4,4,12,26,2,1464.29,1.0,2,1,0.065,1
CUST01076,Loyal Customers,3,4,3,10,83,2,1016.25,0.0,0,2,0.295,0
CUST01077,Discount-Sensitive,3,2,3,8,68,1,1080.77,0.0,0,1,0.45,1
CUST01078,Dormant Customers,1,2,1,4,156,1,415.88,0.0,0,2,0.23,1
CUST01079,Dormant Customers,1,2,4,7,177,1,1832.92,0.0,0,5,0.1,1
CUST01080,Discount-Sensitive,2,2,1,5,117,1,410.76,1.0,0,0,0.4,1
CUST01081,Loyal Customers,5,4,3,12,19,2,1142.41,0.0,0,0,0.31,0
CUST01082,Discount-Sensitive,4,2,3,9,35,1,1181.66,0.0,0,4,0.34,1
CUST01083,Dormant Customers,1,1,1,3,236,0,0.0,0.0,0,1,0.0,1
CUST01084,Loyal Customers,3,5,4,12,76,3,1482.72,0.0,0,3,0.193,0
CUST01085,Dormant Customers,1,1,1,3,358,0,0.0,0.0,0,1,0.0,1
CUST01086,Loyal Customers,3,4,4,11,71,2,1458.11,0.5,1,8,0.33,0
CUST01087,Discount-Sensitive,5,2,3,10,2,1,839.43,1.0,1,2,0.3,1
CUST01088,Discount-Sensitive,5,2,1,8,0,1,361.44,0.0,0,8,0.42,0
CUST01089,Discount-Sensitive,4,2,1,7,25,1,337.51,0.0,0,2,0.43,1
CUST01090,At-Risk Customers,2,4,3,9,144,2,1200.77,0.0,0,1,0.21,1
CUST01091,Dormant Customers,2,2,2,6,87,1,505.4,0.0,1,7,0.29,1
CUST01092,Dormant Customers,1,1,1,3,196,0,0.0,0.0,0,2,0.0,1
CUST01093,Dormant Customers,1,1,1,3,285,0,0.0,0.0,0,5,0.0,0
CUST01094,Loyal Customers,3,5,4,12,72,3,1690.19,0.0,0,1,0.2,0
CUST01095,Discount-Sensitive,4,2,2,8,41,1,455.86,0.0,0,2,0.31,0
CUST01096,Champions,5,5,5,15,3,6,4814.21,0.167,0,10,0.197,0
CUST01097,Dormant Customers,1,1,1,3,233,0,0.0,0.0,0,4,0.0,1
CUST01098,Dormant Customers,1,1,1,3,198,0,0.0,0.0,0,3,0.0,1
CUST01099,Champions,5,5,5,15,14,4,3261.15,0.0,0,9,0.363,0
CUST01100,Discount-Sensitive,4,2,2,8,24,1,491.36,0.0,0,3,0.36,0
CUST01101,Dormant Customers,5,2,2,9,10,1,732.91,0.0,0,2,0.13,1
CUST01102,Dormant Customers,3,2,3,8,79,1,1201.95,0.0,0,7,0.13,0
CUST01103,Loyal Customers,3,4,3,10,76,2,899.6,0.0,1,0,0.16,1
CUST01104,Dormant Customers,2,2,2,6,99,1,515.98,0.0,0,8,0.23,0
CUST01105,Loyal Customers,3,5,4,12,84,3,1353.63,0.0,0,6,0.21,1
CUST01106,Dormant Customers,3,2,3,8,81,1,1006.69,0.0,0,14,0.03,0
CUST01107,At-Risk Customers,2,4,3,9,91,2,980.07,0.0,0,2,0.32,1
CUST01108,Champions,4,4,4,12,40,2,1775.94,0.0,0,2,0.295,0
CUST01109,Discount-Sensitive,4,2,1,7,25,1,304.94,0.0,0,7,0.44,0
CUST01110,Dormant Customers,1,1,1,3,260,0,0.0,0.0,0,1,0.0,1
CUST01111,At-Risk Customers,2,4,3,9,95,2,876.58,0.0,1,1,0.29,1
CUST01112,Loyal Customers,3,4,4,11,57,2,1951.21,0.0,1,5,0.36,0
CUST01113,At-Risk Customers,2,4,2,8,107,2,645.85,0.0,0,8,0.445,0
CUST01114,Discount-Sensitive,2,2,3,7,147,1,831.94,0.0,0,1,0.34,1
CUST01115,High-Value but Unhappy,5,5,5,15,17,6,4036.99,0.167,2,4,0.298,0
CUST01116,Dormant Customers,3,2,5,10,54,1,2054.97,0.0,1,7,0.24,0
CUST01117,Champions,4,5,5,14,42,4,2817.56,0.0,0,7,0.32,0
CUST01118,Dormant Customers,1,2,2,5,170,1,618.9,0.0,0,0,0.29,0
CUST01119,Discount-Sensitive,2,2,2,6,124,1,654.67,0.0,0,4,0.36,1
CUST01120,Dormant Customers,3,2,3,8,61,1,1184.85,0.0,0,7,0.2,0
CUST01121,Discount-Sensitive,2,2,1,5,88,1,149.0,0.0,0,0,0.64,0
CUST01122,Dormant Customers,5,2,3,10,6,1,1209.05,0.0,0,7,0.23,0
CUST01123,Dormant Customers,1,1,1,3,182,0,0.0,0.0,0,1,0.0,1
CUST01124,At-Risk Customers,1,5,4,10,172,3,1635.22,0.0,0,9,0.333,1
CUST01125,Dormant Customers,1,1,1,3,245,0,0.0,0.0,0,2,0.0,1
CUST01126,Champions,5,4,5,14,16,2,2073.54,0.0,0,11,0.305,0
CUST01127,At-Risk Customers,2,4,2,8,130,2,774.69,0.0,0,1,0.325,1
CUST01128,Dormant Customers,1,1,1,3,182,0,0.0,0.0,0,4,0.0,1
CUST01129,Discount-Sensitive,1,2,2,5,157,1,675.97,0.0,0,7,0.39,1
CUST01130,At-Risk Customers,2,4,4,10,99,2,1316.25,0.0,0,6,0.46,1
CUST01131,Discount-Sensitive,4,2,2,8,22,1,590.57,0.0,1,4,0.31,0
CUST01132,Champions,5,4,5,14,4,2,2542.97,0.0,0,17,0.17,0
CUST01133,Loyal Customers,4,4,3,11,36,2,779.15,0.0,0,9,0.3,1
CUST01134,Loyal Customers,3,4,5,12,78,2,3034.1,0.0,0,13,0.385,0
CUST01135,At-Risk Customers,2,4,5,11,93,2,2933.65,0.0,0,2,0.275,1
CUST01136,At-Risk Customers,2,5,5,12,97,3,2094.46,0.333,1,1,0.24,0
CUST01137,Discount-Sensitive,2,2,2,6,115,1,468.15,1.0,0,9,0.45,1
CUST01138,At-Risk Customers,2,4,3,9,134,2,1225.17,0.0,0,2,0.275,1
CUST01139,Dormant Customers,4,2,5,11,21,1,2270.63,0.0,0,4,0.28,0
CUST01140,Champions,4,5,4,13,22,3,1680.0,0.0,1,3,0.32,0
CUST01141,Dormant Customers,2,2,2,6,115,1,691.6,0.0,0,2,0.19,1
CUST01142,Loyal Customers,4,4,3,11,40,2,1015.42,0.0,0,19,0.26,0
CUST01143,Discount-Sensitive,5,2,1,8,0,1,438.47,0.0,0,1,0.4,0
CUST01144,Champions,4,5,5,14,38,3,3548.18,0.333,0,6,0.323,0
CUST01145,Dormant Customers,1,1,1,3,183,0,0.0,0.0,0,2,0.0,1
CUST01146,Champions,4,4,4,12,23,2,1903.53,0.0,0,12,0.345,0
CUST01147,Loyal Customers,5,5,3,13,1,3,1074.03,0.0,0,12,0.48,0
CUST01148,At-Risk Customers,2,5,5,12,128,7,5448.0,0.0,0,1,0.139,1
CUST01149,Loyal Customers,3,4,3,10,72,2,1019.31,0.0,0,0,0.36,0
CUST01150,Dormant Customers,1,2,2,5,167,1,499.51,0.0,0,3,0.29,1
CUST01151,Dormant Customers,2,2,2,6,105,1,716.41,0.0,0,1,0.04,1
CUST01152,Champions,5,5,5,15,1,6,5679.21,0.0,1,9,0.212,0
CUST01153,Discount-Sensitive,4,2,2,8,33,1,714.43,1.0,1,7,0.4,1
CUST01154,Loyal Customers,3,4,4,11,55,2,1966.93,0.0,0,11,0.255,0
CUST01155,High-Value but Unhappy,5,4,3,12,1,2,1251.41,1.0,2,12,0.41,0
CUST01156,Loyal Customers,5,4,3,12,7,2,807.15,0.0,0,5,0.39,0
CUST01157,Dormant Customers,5,2,2,9,0,1,738.92,0.0,0,7,0.11,0
CUST01158,Champions,4,5,5,14,42,3,3891.19,0.0,0,11,0.21,0
CUST01159,Loyal Customers,3,4,4,11,68,2,1438.23,0.0,0,2,0.32,0
CUST01160,Dormant Customers,1,2,3,6,166,1,943.21,0.0,0,2,0.26,1
CUST01161,At-Risk Customers,1,4,4,9,154,2,1442.53,0.5,0,5,0.28,1
CUST01162,Dormant Customers,1,2,1,4,175,1,377.52,0.0,0,1,0.25,0
CUST01163,Dormant Customers,1,1,1,3,375,0,0.0,0.0,0,3,0.0,1
CUST01164,Discount-Sensitive,4,2,3,9,37,1,965.68,0.0,0,15,0.52,1
CUST01165,Dormant Customers,1,2,1,4,155,1,380.89,0.0,0,5,0.25,1
CUST01166,Champions,4,4,4,12,41,2,1845.94,0.0,1,2,0.175,1
CUST01167,Champions,4,5,5,14,23,4,3206.29,0.0,0,3,0.315,0
CUST01168,Discount-Sensitive,5,2,2,9,14,1,510.5,0.0,0,8,0.3,0
CUST01169,Discount-Sensitive,3,2,3,8,54,1,1183.74,1.0,1,13,0.36,0
CUST01170,Discount-Sensitive,2,2,1,5,139,1,294.87,0.0,0,2,0.34,1
CUST01171,Discount-Sensitive,2,2,2,6,132,1,744.73,0.0,0,3,0.51,0
CUST01172,Champions,4,5,5,14,27,3,3081.49,0.0,0,4,0.187,0
CUST01173,Loyal Customers,3,4,3,10,78,2,969.44,0.0,0,9,0.23,0
CUST01174,Discount-Sensitive,2,2,1,5,89,1,398.68,0.0,0,10,0.31,1
CUST01175,Loyal Customers,3,5,5,13,48,3,2166.05,0.0,0,9,0.287,0
CUST01176,Dormant Customers,1,1,1,3,215,0,0.0,0.0,0,6,0.0,1
CUST01177,Loyal Customers,3,5,5,13,56,3,2144.58,0.0,0,0,0.277,0
CUST01178,Loyal Customers,3,5,4,12,67,3,1298.14,0.0,0,10,0.32,1
CUST01179,Dormant Customers,2,2,2,6,108,1,536.83,0.0,0,5,0.2,1
CUST01180,High-Value but Unhappy,4,4,5,13,23,2,2328.54,1.0,2,2,0.255,0
CUST01181,Discount-Sensitive,2,2,1,5,137,1,296.32,0.0,0,2,0.3,1
CUST01182,Discount-Sensitive,2,2,2,6,108,1,520.96,0.0,0,8,0.39,0
CUST01183,Dormant Customers,5,2,2,9,6,1,568.08,0.0,0,0,0.09,0
CUST01184,Champions,4,5,4,13,30,3,1606.64,0.0,0,5,0.213,0
CUST01185,Champions,4,4,4,12,23,2,1286.63,0.0,0,1,0.185,0
CUST01186,At-Risk Customers,1,4,5,10,153,2,2183.8,0.0,0,1,0.235,1
CUST01187,Champions,4,5,4,13,26,3,1729.96,0.0,1,3,0.397,0
CUST01188,At-Risk Customers,2,4,2,8,92,2,688.52,0.5,1,14,0.57,1
CUST01189,At-Risk Customers,1,4,5,10,161,2,2721.23,0.0,0,7,0.06,1
CUST01190,Champions,4,5,4,13,27,3,1339.05,0.0,0,3,0.34,0
CUST01191,Discount-Sensitive,3,2,2,7,52,1,510.71,0.0,0,1,0.57,1
CUST01192,Champions,4,5,4,13,24,3,1408.4,0.0,0,11,0.14,0
CUST01193,Dormant Customers,1,1,1,3,457,0,0.0,0.0,0,0,0.0,1
CUST01194,Loyal Customers,3,4,3,10,85,2,1089.0,0.5,1,2,0.365,1
CUST01195,Dormant Customers,2,2,2,6,94,1,542.27,1.0,0,4,0.23,1
CUST01196,At-Risk Customers,2,4,5,11,111,2,2239.79,0.5,0,9,0.285,1
CUST01197,Loyal Customers,3,4,1,8,77,2,406.22,0.0,0,3,0.46,1
CUST01198,Discount-Sensitive,4,2,2,8,31,1,592.73,0.0,1,5,0.32,0
CUST01199,Dormant Customers,1,1,1,3,359,0,0.0,0.0,0,1,0.0,1
CUST01200,Dormant Customers,3,2,2,7,58,1,524.27,0.0,0,5,0.02,0
CUST01201,Dormant Customers,1,2,3,6,158,1,842.85,0.0,0,7,0.23,1
CUST01202,Discount-Sensitive,2,2,2,6,132,1,650.67,0.0,0,10,0.3,1
CUST01203,Discount-Sensitive,3,2,1,6,60,1,149.0,0.0,0,4,0.56,0
CUST01204,Discount-Sensitive,3,2,2,7,81,1,493.88,0.0,0,0,0.36,0
CUST01205,Dormant Customers,1,1,1,3,262,0,0.0,0.0,0,1,0.0,1
CUST01206,Dormant Customers,3,2,3,8,73,1,819.46,0.0,0,10,0.16,1
CUST01207,Discount-Sensitive,2,2,1,5,110,1,350.93,0.0,0,0,0.43,1
CUST01208,At-Risk Customers,2,4,3,9,95,2,834.32,0.0,0,1,0.33,0
CUST01209,Loyal Customers,5,4,2,11,14,2,674.55,0.0,0,5,0.41,0
CUST01210,Dormant Customers,1,1,1,3,266,0,0.0,0.0,0,0,0.0,1
CUST01211,Champions,5,5,5,15,5,3,2452.85,0.333,2,8,0.407,0
CUST01212,Champions,5,4,5,14,20,2,2285.58,0.0,0,0,0.435,0
CUST01213,Dormant Customers,1,2,2,5,163,1,492.41,0.0,0,3,0.21,1
CUST01214,Dormant Customers,2,2,3,7,124,1,1069.42,0.0,0,2,0.25,1
CUST01215,Loyal Customers,3,4,3,10,80,2,1232.11,0.0,0,0,0.215,0
CUST01216,Discount-Sensitive,2,2,3,7,107,1,1022.33,0.0,0,10,0.35,1
CUST01217,Dormant Customers,1,2,2,5,163,1,630.07,0.0,0,6,0.26,1
CUST01218,Dormant Customers,5,2,2,9,0,1,738.52,0.0,0,6,0.24,0
CUST01219,At-Risk Customers,2,4,3,9,86,2,832.04,0.0,1,5,0.35,0
CUST01220,Dormant Customers,2,2,3,7,98,1,1095.74,0.0,0,1,0.23,1
CUST01221,Discount-Sensitive,5,2,1,8,13,1,405.2,0.0,0,6,0.33,0
CUST01222,Dormant Customers,5,2,3,10,18,1,1199.39,0.0,0,0,0.04,0
CUST01223,At-Risk Customers,2,5,4,11,118,3,1444.4,0.0,0,1,0.387,1
CUST01224,Discount-Sensitive,4,2,3,9,33,1,1005.1,0.0,0,7,0.33,1
CUST01225,Dormant Customers,2,2,2,6,97,1,620.28,0.0,1,3,0.03,1
CUST01226,Champions,4,5,4,13,37,3,1546.94,0.667,1,6,0.333,1
CUST01227,Champions,4,5,4,13,43,3,1385.66,0.333,1,8,0.317,1
CUST01228,Dormant Customers,1,1,1,3,212,0,0.0,0.0,0,1,0.0,1
CUST01229,Dormant Customers,2,2,2,6,147,1,484.49,0.0,0,5,0.23,1
CUST01230,Dormant Customers,2,2,1,5,112,1,370.67,0.0,0,2,0.24,1
CUST01231,Dormant Customers,1,1,1,3,226,0,0.0,0.0,0,0,0.0,0
CUST01232,Dormant Customers,1,1,1,3,183,0,0.0,0.0,0,8,0.0,1
CUST01233,Dormant Customers,3,2,2,7,64,1,551.18,0.0,0,8,0.29,0
CUST01234,At-Risk Customers,2,4,4,10,115,2,1809.4,0.0,0,3,0.215,1
CUST01235,Dormant Customers,1,2,2,5,161,1,522.53,0.0,0,3,0.15,1
CUST01236,Loyal Customers,5,5,3,13,6,3,971.97,0.0,0,8,0.31,0
CUST01237,At-Risk Customers,2,4,3,9,103,2,1243.5,0.0,0,1,0.325,1
CUST01238,Loyal Customers,3,5,5,13,68,3,3438.43,0.0,1,1,0.253,0
CUST01239,Dormant Customers,1,1,1,3,193,0,0.0,0.0,0,7,0.0,0
CUST01240,Discount-Sensitive,5,2,1,8,19,1,434.11,0.0,0,10,0.34,1
CUST01241,Dormant Customers,4,2,1,7,38,1,185.08,0.0,0,9,0.28,0
CUST01242,Champions,4,5,5,14,29,5,6982.41,0.0,1,0,0.262,0
CUST01243,Loyal Customers,3,5,4,12,74,3,1470.48,0.0,0,8,0.297,1
CUST01244,Champions,4,4,5,13,34,2,2233.4,0.0,1,7,0.21,0
CUST01245,Dormant Customers,1,1,1,3,255,0,0.0,0.0,0,2,0.0,1
CUST01246,Dormant Customers,1,1,1,3,262,0,0.0,0.0,0,1,0.0,0
CUST01247,Dormant Customers,5,2,4,11,3,1,1439.66,0.0,1,12,0.24,0
CUST01248,Discount-Sensitive,2,2,4,8,103,1,1386.38,0.0,0,5,0.31,0
CUST01249,Loyal Customers,3,5,5,13,57,4,2733.47,0.0,0,12,0.203,0
CUST01250,Discount-Sensitive,1,2,2,5,175,1,612.27,0.0,0,0,0.34,0
CUST01251,Discount-Sensitive,3,2,1,6,52,1,420.63,0.0,0,3,0.38,1
